Reef ,Date,Boat Type,Number of Boats
Shinnecock,7/6/2003,Large,0
Shinnecock,7/18/2003,Small,3
Shinnecock,7/18/2003,Large,0
Shinnecock,8/19/2003,Small,6
Shinnecock,8/19/2003,Large,0
Shinnecock,8/28/2003,Small,1
Shinnecock,8/28/2003,Large,0
Shinnecock,9/5/2003,Small,0
Shinnecock,9/5/2003,Large,0
Shinnecock,9/6/2003,Small,0
Shinnecock,9/6/2003,Large,0
Shinnecock,9/30/2003,Small,9
Shinnecock,9/30/2003,Large,0
Shinnecock,10/18/2003,Small,8
Shinnecock,10/18/2003,Large,1
Shinnecock,10/30/2003,Small,0
Shinnecock,10/30/2003,Large,0
Shinnecock,11/22/2003,Small,7
Shinnecock,11/22/2003,Large,1
Shinnecock,12/9/2003,Small,1
Shinnecock,12/9/2003,Large,0
Shinnecock,12/12/2003,Small,1
Shinnecock,12/12/2003,Large,0
Shinnecock,5/7/2004,Small,0
Shinnecock,5/7/2004,Large,0
Shinnecock,6/5/2004,Small,2
Shinnecock,6/5/2004,Large,0
Shinnecock,6/12/2004,Small,6
Shinnecock,6/12/2004,Large,0
Shinnecock,6/28/2004,Small,0
Shinnecock,6/28/2004,Large,0
Shinnecock,7/26/2004,Small,0
Shinnecock,7/26/2004,Large,0
Shinnecock,8/4/2004,Small,0
Shinnecock,8/4/2004,Large,0
Shinnecock,8/14/2004,Small,1
Shinnecock,8/14/2004,Large,0
Shinnecock,8/28/2004,Small,1
Shinnecock,8/28/2004,Large,0
Shinnecock,9/21/2004,Small,0
Shinnecock,9/21/2004,Large,0
Shinnecock,10/4/2004,Small,18
Shinnecock,10/4/2004,Large,0
Shinnecock,10/31/2004,Small,2
Shinnecock,10/31/2004,Large,0
Shinnecock,11/16/2004,Small,4
Shinnecock,11/16/2004,Large,0
Shinnecock,11/17/2004,Small,7
Shinnecock,11/17/2004,Large,0
Shinnecock,12/12/2004,Small,0
Shinnecock,12/12/2004,Large,0
Shinnecock,12/16/2004,Small,1
Shinnecock,12/16/2004,Large,0
Shinnecock,12/26/2004,Small,0
Shinnecock,12/26/2004,Large,0
Shinnecock,5/30/2005,Small,1
Shinnecock,5/30/2005,Large,0
Shinnecock,5/31/2005,Small,0
Shinnecock,5/31/2005,Large,0
Shinnecock,6/1/2005,Small,0
Shinnecock,6/1/2005,Large,0
Shinnecock,6/12/2005,Small,0
Shinnecock,6/12/2005,Large,0
Shinnecock,8/18/2005,Small,0
Shinnecock,8/18/2005,Large,0
Shinnecock,8/23/2005,Small,0
Shinnecock,8/23/2005,Large,0
Shinnecock,9/23/2005,Small,0
Shinnecock,9/23/2005,Large,0
Shinnecock,10/2/2005,Small,37
Shinnecock,10/2/2005,Large,0
Shinnecock,12/23/2008,Small,0
Shinnecock,12/23/2008,Large,0
Shinnecock,1/21/2009,Small,0
Shinnecock,1/21/2009,Large,0
Shinnecock,5/29/2006,Small,2
Shinnecock,5/29/2006,Large,0
Shinnecock,9/13/2006,Small,0
Shinnecock,9/13/2006,Large,0
Shinnecock,10/31/2006,Small,0
Shinnecock,10/31/2006,Large,1
Shinnecock,11/3/2006,Small,3
Shinnecock,11/3/2006,Large,0
Shinnecock,12/19/2006,Small,0
Shinnecock,12/19/2006,Large,0
Shinnecock,5/13/2007,Small,0
Shinnecock,5/13/2007,Large,0
Shinnecock,5/22/2007,Small,0
Shinnecock,5/22/2007,Large,0
Shinnecock,5/29/2007,Small,1
Shinnecock,5/29/2007,Large,0
Shinnecock,7/4/2007,Small,0
Shinnecock,7/4/2007,Large,0
Shinnecock,7/12/2007,Small,1
Shinnecock,7/12/2007,Large,0
Shinnecock,8/13/2007,Small,1
Shinnecock,8/13/2007,Large,0
Shinnecock,8/19/2007,Small,2
Shinnecock,8/19/2007,Large,0
Shinnecock,10/14/2007,Small,5
Shinnecock,10/14/2007,Large,0
Shinnecock,10/30/2007,Small,2
Shinnecock,10/30/2007,Large,0
Shinnecock,10/31/2007,Small,1
Shinnecock,10/31/2007,Large,0
Shinnecock,11/14/2007,Small,2
Shinnecock,11/14/2007,Large,0
Shinnecock,11/17/2007,Small,0
Shinnecock,11/17/2007,Large,0
Shinnecock,12/6/2007,Small,0
Shinnecock,12/6/2007,Large,0
Shinnecock,12/29/2014,Small,0
Shinnecock,12/29/2014,Large,0
Shinnecock,12/14/2014,Small,0
Shinnecock,12/14/2014,Large,0
Shinnecock,10/30/2014,Small,1
Shinnecock,10/30/2014,Large,0
Shinnecock,10/25/2014,Small,7
Shinnecock,10/25/2014,Large,0
Shinnecock,11/15/2014,Small,1
Shinnecock,11/15/2014,Large,0
Shinnecock,10/6/2014,Small,0
Shinnecock,10/6/2014,Large,0
Shinnecock,9/5/2014,Small,6
Shinnecock,9/5/2014,Large,0
Shinnecock,8/24/2014,Small,1
Shinnecock,8/24/2014,Large,0
Shinnecock,8/19/2014,Small,4
Shinnecock,8/19/2014,Large,1
Shinnecock,8/17/2014,Small,0
Shinnecock,8/17/2014,Large,0
Shinnecock,7/23/2014,Small,1
Shinnecock,7/23/2014,Large,1
Shinnecock,6/27/2014,Small,1
Shinnecock,6/27/2014,Large,1
Shinnecock,6/14/2014,Small,1
Shinnecock,6/14/2014,Large,0
Shinnecock,4/15/2015,Small,0
Shinnecock,4/15/2015,Large,0
Shinnecock,4/18/2015,Small,0
Shinnecock,4/18/2015,Large,0
Shinnecock,5/29/2015,Small,0
Shinnecock,5/29/2015,Large,0
Shinnecock,5/30/2015,Small,1
Shinnecock,5/30/2015,Large,1
Shinnecock,6/17/2015,Small,0
Shinnecock,6/17/2015,Large,0
Shinnecock,7/11/2015,Small,7
Shinnecock,7/11/2015,Large,0
Shinnecock,7/21/2015,Small,8
Shinnecock,7/21/2015,Large,1
Shinnecock,8/9/2015,Small,4
Shinnecock,8/9/2015,Large,0
Shinnecock,8/15/2015,Small,14
Shinnecock,8/15/2015,Large,0
Shinnecock,8/24/2015,Small,4
Shinnecock,8/24/2015,Large,1
Shinnecock,10/18/2015,Small,0
Shinnecock,10/18/2015,Large,0
Shinnecock,10/22/2015,Small,0
Shinnecock,10/22/2015,Large,1
Shinnecock,10/26/2015,Small,2
Shinnecock,10/26/2015,Large,1
Shinnecock,10/31/2015,Small,8
Shinnecock,10/31/2015,Large,2
Shinnecock,11/4/2015,Small,8
Shinnecock,11/4/2015,Large,0
Shinnecock,11/15/2015,Small,0
Shinnecock,11/15/2015,Large,0
Shinnecock,12/7/2015,Small,2
Shinnecock,12/7/2015,Large,0
Shinnecock,12/12/2015,Small,0
Shinnecock,12/12/2015,Large,0
Shinnecock,5/26/2008,Small,0
Shinnecock,5/26/2008,Large,0
Shinnecock,6/2/2008,Small,0
Shinnecock,6/2/2008,Large,0
Shinnecock,7/27/2008,Small,0
Shinnecock,7/27/2008,Large,0
Shinnecock,7/28/2008,Small,6
Shinnecock,7/28/2008,Large,0
Shinnecock,9/4/2008,Small,0
Shinnecock,9/4/2008,Large,0
Shinnecock,9/17/2008,Small,1
Shinnecock,9/17/2008,Large,0
Shinnecock,10/2/2008,Small,0
Shinnecock,10/2/2008,Large,0
Shinnecock,10/21/2008,Small,0
Shinnecock,10/21/2008,Large,0
Shinnecock,11/2/2008,Small,0
Shinnecock,11/2/2008,Large,0
Shinnecock,12/14/2008,Small,2
Shinnecock,12/14/2008,Large,1
Shinnecock,12/23/2008,Small,0
Shinnecock,12/23/2008,Large,0
Shinnecock,1/21/2009,Small,0
Shinnecock,1/21/2009,Large,0
Smithtown,4/7/1995,Small,0
Smithtown,4/7/1995,Large,0
Smithtown,5/14/1995,Small,0
Smithtown,5/14/1995,Large,0
Smithtown,6/10/1995,Small,0
Smithtown,6/10/1995,Large,0
Smithtown,7/9/1995,Small,0
Smithtown,7/9/1995,Large,0
Smithtown,8/19/1995,Small,0
Smithtown,8/19/1995,Large,0
Smithtown,9/2/1995,Small,1
Smithtown,9/2/1995,Large,0
Smithtown,10/9/1995,Small,0
Smithtown,10/9/1995,Large,0
Smithtown,11/17/1995,Small,1
Smithtown,11/17/1995,Large,0
Smithtown,4/21/1996,Small,1
Smithtown,4/21/1996,Large,0
Smithtown,5/22/1996,Small,1
Smithtown,5/22/1996,Large,0
Smithtown,6/26/1996,Small,2
Smithtown,6/26/1996,Large,1
Smithtown,7/6/1996,Small,0
Smithtown,7/6/1996,Large,0
Smithtown,8/25/1996,Small,8
Smithtown,8/25/1996,Large,0
Smithtown,9/21/1996,Small,12
Smithtown,9/21/1996,Large,0
Smithtown,10/26/1996,Small,2
Smithtown,10/26/1996,Large,0
Smithtown,11/11/1996,Small,2
Smithtown,11/11/1996,Large,0
Smithtown,4/22/1997,Small,1
Smithtown,4/22/1997,Large,0
Smithtown,4/26/1997,Small,1
Smithtown,4/26/1997,Large,0
Smithtown,5/11/1997,Small,0
Smithtown,5/11/1997,Large,0
Smithtown,5/27/1997,Small,3
Smithtown,5/27/1997,Large,0
Smithtown,7/5/1997,Small,2
Smithtown,7/5/1997,Large,1
Smithtown,7/29/1997,Small,3
Smithtown,7/29/1997,Large,0
Smithtown,8/16/1997,Small,4
Smithtown,8/16/1997,Large,0
Smithtown,8/25/1997,Small,0
Smithtown,8/25/1997,Large,0
Smithtown,9/4/1997,Small,0
Smithtown,9/4/1997,Large,0
Smithtown,9/14/1997,Small,8
Smithtown,9/14/1997,Large,0
Smithtown,10/4/1997,Small,7
Smithtown,10/4/1997,Large,0
Smithtown,10/8/1997,Small,2
Smithtown,10/8/1997,Large,0
Smithtown,11/21/1997,Small,2
Smithtown,11/21/1997,Large,0
Smithtown,5/3/2000,Small,0
Smithtown,5/3/2000,Large,0
Smithtown,5/27/2000,Small,7
Smithtown,5/27/2000,Large,1
Smithtown,6/10/2000,Small,8
Smithtown,6/10/2000,Large,0
Smithtown,6/30/2000,Small,3
Smithtown,6/30/2000,Large,0
Smithtown,5/11/2001,Small,0
Smithtown,5/11/2001,Large,0
Smithtown,6/9/2001,Small,0
Smithtown,6/9/2001,Large,0
Smithtown,6/21/2001,Small,0
Smithtown,6/21/2001,Large,0
Smithtown,7/7/2001,Small,0
Smithtown,7/7/2001,Large,0
Smithtown,7/30/2001,Small,0
Smithtown,7/30/2001,Large,0
Smithtown,8/16/2001,Small,2
Smithtown,8/16/2001,Large,0
Smithtown,10/25/2001,Small,0
Smithtown,10/25/2001,Large,0
Smithtown,11/21/2001,Small,4
Smithtown,11/21/2001,Large,0
Smithtown,12/1/2001,Small,13
Smithtown,12/1/2001,Large,0
Smithtown,12/22/2001,Small,0
Smithtown,12/22/2001,Large,0
Smithtown,6/8/2002,Small,3
Smithtown,6/8/2002,Large,0
Smithtown,6/26/2002,Small,0
Smithtown,6/26/2002,Large,0
Smithtown,7/8/2002,Small,0
Smithtown,7/8/2002,Large,0
Smithtown,7/30/2002,Small,0
Smithtown,7/30/2002,Large,0
Smithtown,8/25/2002,Small,1
Smithtown,8/25/2002,Large,0
Smithtown,8/26/2002,Small,1
Smithtown,8/26/2002,Large,0
Smithtown,9/10/2002,Small,0
Smithtown,9/10/2002,Large,0
Smithtown,9/13/2002,Small,0
Smithtown,9/13/2002,Large,0
Smithtown,9/29/2002,Small,0
Smithtown,9/29/2002,Large,0
Smithtown,10/15/2002,Small,1
Smithtown,10/15/2002,Large,0
Smithtown,10/31/2002,Small,2
Smithtown,10/31/2002,Large,0
Smithtown,11/15/2002,Small,2
Smithtown,11/15/2002,Large,0
Smithtown,12/7/2002,Small,1
Smithtown,12/7/2002,Large,0
Smithtown,12/13/2002,Small,0
Smithtown,12/13/2002,Large,0
Smithtown,5/29/2003,Small,0
Smithtown,5/29/2003,Large,0
Smithtown,5/31/2003,Small,0
Smithtown,5/31/2003,Large,0
Smithtown,6/6/2003,Small,0
Smithtown,6/6/2003,Large,0
Smithtown,6/24/2003,Small,0
Smithtown,6/24/2003,Large,0
Smithtown,7/6/2003,Small,2
Smithtown,7/6/2003,Large,0
Smithtown,7/18/2003,Small,0
Smithtown,7/18/2003,Large,0
Smithtown,8/19/2003,Small,0
Smithtown,8/19/2003,Large,0
Smithtown,8/28/2003,Small,0
Smithtown,8/28/2003,Large,0
Smithtown,9/5/2003,Small,1
Smithtown,9/5/2003,Large,0
Smithtown,9/6/2003,Small,1
Smithtown,9/6/2003,Large,0
Smithtown,9/30/2003,Small,0
Smithtown,9/30/2003,Large,0
Smithtown,10/18/2003,Small,2
Smithtown,10/18/2003,Large,0
Smithtown,10/30/2003,Small,1
Smithtown,10/30/2003,Large,0
Smithtown,11/22/2003,Small,8
Smithtown,11/22/2003,Large,0
Smithtown,12/9/2003,Small,0
Smithtown,12/9/2003,Large,0
Smithtown,12/12/2003,Small,0
Smithtown,12/12/2003,Large,0
Smithtown,5/7/2004,Small,0
Smithtown,5/7/2004,Large,0
Smithtown,6/5/2004,Small,0
Smithtown,6/5/2004,Large,0
Smithtown,6/12/2004,Small,0
Smithtown,6/12/2004,Large,0
Smithtown,6/28/2004,Small,1
Smithtown,6/28/2004,Large,0
Smithtown,7/26/2004,Small,1
Smithtown,7/26/2004,Large,0
Smithtown,8/4/2004,Small,0
Smithtown,8/4/2004,Large,0
Smithtown,8/14/2004,Small,0
Smithtown,8/14/2004,Large,0
Smithtown,8/28/2004,Small,0
Smithtown,8/28/2004,Large,0
Smithtown,10/4/2004,Small,3
Smithtown,10/4/2004,Large,0
Smithtown,10/31/2004,Small,3
Smithtown,10/31/2004,Large,0
Smithtown,11/16/2004,Small,4
Smithtown,11/16/2004,Large,0
Smithtown,11/17/2004,Small,0
Smithtown,11/17/2004,Large,0
Smithtown,12/12/2004,Small,0
Smithtown,12/12/2004,Large,0
Smithtown,12/16/2004,Small,0
Smithtown,12/16/2004,Large,0
Smithtown,12/26/2004,Small,0
Smithtown,12/26/2004,Large,0
Smithtown,5/30/2005,Small,0
Smithtown,5/30/2005,Large,0
Smithtown,5/31/2005,Small,0
Smithtown,5/31/2005,Large,0
Smithtown,6/1/2005,Small,0
Smithtown,6/1/2005,Large,0
Smithtown,6/12/2005,Small,1
Smithtown,6/12/2005,Large,0
Smithtown,8/18/2005,Small,4
Smithtown,8/18/2005,Large,0
Smithtown,8/23/2005,Small,1
Smithtown,8/23/2005,Large,0
Smithtown,9/23/2005,Small,1
Smithtown,9/23/2005,Large,0
Smithtown,10/2/2005,Small,7
Smithtown,10/2/2005,Large,0
Smithtown,12/23/2008,Small,0
Smithtown,12/23/2008,Large,0
Smithtown,1/21/2009,Small,0
Smithtown,1/21/2009,Large,0
Smithtown,5/29/2006,Small,1
Smithtown,5/29/2006,Large,0
Smithtown,9/13/2006,Small,0
Smithtown,9/13/2006,Large,0
Smithtown,10/31/2006,Small,11
Smithtown,10/31/2006,Large,0
Smithtown,11/3/2006,Small,0
Smithtown,11/3/2006,Large,0
Smithtown,12/19/2006,Small,0
Smithtown,12/19/2006,Large,0
Smithtown,5/13/2007,Small,1
Smithtown,5/13/2007,Large,0
Smithtown,5/22/2007,Small,1
Smithtown,5/22/2007,Large,0
Smithtown,5/29/2007,Small,0
Smithtown,5/29/2007,Large,0
Smithtown,7/12/2007,Small,0
Smithtown,7/12/2007,Large,0
Smithtown,8/13/2007,Small,1
Smithtown,8/13/2007,Large,0
Smithtown,8/19/2007,Small,2
Smithtown,8/19/2007,Large,0
Smithtown,10/14/2007,Small,4
Smithtown,10/14/2007,Large,0
Smithtown,10/30/2007,Small,2
Smithtown,10/30/2007,Large,0
Smithtown,10/31/2007,Small,4
Smithtown,10/31/2007,Large,0
Smithtown,11/14/2007,Small,11
Smithtown,11/14/2007,Large,0
Smithtown,11/17/2007,Small,3
Smithtown,11/17/2007,Large,0
Smithtown,12/6/2007,Small,0
Smithtown,12/6/2007,Large,0
Smithtown,12/29/2014,Small,0
Smithtown,12/29/2014,Large,0
Smithtown,12/14/2014,Small,0
Smithtown,12/14/2014,Large,0
Smithtown,10/30/2014,Small,2
Smithtown,10/30/2014,Large,0
Smithtown,10/25/2014,Small,15
Smithtown,10/25/2014,Large,0
Smithtown,11/15/2014,Small,0
Smithtown,11/15/2014,Large,0
Smithtown,10/6/2014,Small,4
Smithtown,10/6/2014,Large,0
Smithtown,9/5/2014,Small,1
Smithtown,9/5/2014,Large,0
Smithtown,8/24/2014,Small,2
Smithtown,8/24/2014,Large,0
Smithtown,8/19/2014,Small,3
Smithtown,8/19/2014,Large,0
Smithtown,8/17/2014,Small,2
Smithtown,8/17/2014,Large,0
Smithtown,7/23/2014,Small,1
Smithtown,7/23/2014,Large,0
Smithtown,6/27/2014,Small,0
Smithtown,6/27/2014,Large,0
Smithtown,6/14/2014,Small,4
Smithtown,6/14/2014,Large,0
Smithtown,4/15/2015,Small,0
Smithtown,4/15/2015,Large,0
Smithtown,4/18/2015,Small,1
Smithtown,4/18/2015,Large,0
Smithtown,5/29/2015,Small,1
Smithtown,5/29/2015,Large,0
Smithtown,5/30/2015,Small,3
Smithtown,5/30/2015,Large,0
Smithtown,6/17/2015,Small,6
Smithtown,6/17/2015,Large,0
Smithtown,7/11/2015,Small,1
Smithtown,7/11/2015,Large,0
Smithtown,7/21/2015,Small,2
Smithtown,7/21/2015,Large,0
Smithtown,8/9/2015,Small,4
Smithtown,8/9/2015,Large,0
Smithtown,8/15/2015,Small,3
Smithtown,8/15/2015,Large,0
Smithtown,8/24/2015,Small,2
Smithtown,8/24/2015,Large,0
Smithtown,10/18/2015,Small,0
Smithtown,10/18/2015,Large,0
Smithtown,10/22/2015,Small,5
Smithtown,10/22/2015,Large,0
Smithtown,10/26/2015,Small,8
Smithtown,10/26/2015,Large,0
Smithtown,10/31/2015,Small,11
Smithtown,10/31/2015,Large,0
Smithtown,11/4/2015,Small,6
Smithtown,11/4/2015,Large,0
Smithtown,11/15/2015,Small,4
Smithtown,11/15/2015,Large,0
Smithtown,12/7/2015,Small,0
Smithtown,12/7/2015,Large,0
Smithtown,12/12/2015,Small,0
Smithtown,12/12/2015,Large,0
Smithtown,5/26/2008,Small,1
Smithtown,5/26/2008,Large,0
Smithtown,6/2/2008,Small,1
Smithtown,6/2/2008,Large,0
Smithtown,7/21/2008,Small,0
Smithtown,7/21/2008,Large,0
Smithtown,7/28/2008,Small,1
Smithtown,7/28/2008,Large,0
Smithtown,9/4/2008,Small,1
Smithtown,9/4/2008,Large,0
Smithtown,9/17/2008,Small,1
Smithtown,9/17/2008,Large,0
Smithtown,10/2/2008,Small,0
Smithtown,10/2/2008,Large,0
Smithtown,10/21/2008,Small,5
Smithtown,10/21/2008,Large,0
Smithtown,11/2/2008,Small,4
Smithtown,11/2/2008,Large,0
Smithtown,12/14/2008,Small,1
Smithtown,12/14/2008,Large,0
Smithtown,12/23/2008,Small,0
Smithtown,12/23/2008,Large,0
Smithtown,1/21/2009,Small,0
Smithtown,1/21/2009,Large,0
Yellowbar,4/7/1995,Small,0
Yellowbar,4/7/1995,Large,0
Yellowbar,5/14/1995,Small,7
Yellowbar,5/14/1995,Large,3
Yellowbar,6/10/1995,Small,5
Yellowbar,6/10/1995,Large,0
Yellowbar,7/9/1995,Small,2
Yellowbar,7/9/1995,Large,0
Yellowbar,8/19/1995,Small,0
Yellowbar,8/19/1995,Large,0
Yellowbar,9/2/1995,Small,3
Yellowbar,9/2/1995,Large,0
Yellowbar,10/9/1995,Small,15
Yellowbar,10/9/1995,Large,0
Yellowbar,11/17/1995,Small,1
Yellowbar,11/17/1995,Large,0
Yellowbar,4/21/1996,Small,0
Yellowbar,4/21/1996,Large,0
Yellowbar,5/22/1996,Small,1
Yellowbar,5/22/1996,Large,0
Yellowbar,6/26/1996,Small,0
Yellowbar,6/26/1996,Large,1
Yellowbar,7/6/1996,Small,28
Yellowbar,7/6/1996,Large,1
Yellowbar,8/25/1996,Small,5
Yellowbar,8/25/1996,Large,3
Yellowbar,9/21/1996,Small,1
Yellowbar,9/21/1996,Large,0
Yellowbar,10/26/1996,Small,2
Yellowbar,10/26/1996,Large,0
Yellowbar,11/11/1996,Small,1
Yellowbar,11/11/1996,Large,1
Yellowbar,4/22/1997,Small,0
Yellowbar,4/22/1997,Large,0
Yellowbar,4/26/1997,Small,2
Yellowbar,4/26/1997,Large,1
Yellowbar,5/11/1997,Small,0
Yellowbar,5/11/1997,Large,0
Yellowbar,5/27/1997,Small,1
Yellowbar,5/27/1997,Large,0
Yellowbar,7/5/1997,Small,21
Yellowbar,7/5/1997,Large,1
Yellowbar,7/29/1997,Small,12
Yellowbar,7/29/1997,Large,3
Yellowbar,8/16/1997,Small,3
Yellowbar,8/16/1997,Large,2
Yellowbar,8/25/1997,Small,0
Yellowbar,8/25/1997,Large,0
Yellowbar,9/4/1997,Small,0
Yellowbar,9/4/1997,Large,1
Yellowbar,9/14/1997,Small,18
Yellowbar,9/14/1997,Large,0
Yellowbar,10/4/1997,Small,2
Yellowbar,10/4/1997,Large,0
Yellowbar,10/8/1997,Small,2
Yellowbar,10/8/1997,Large,1
Yellowbar,11/21/1997,Small,1
Yellowbar,11/21/1997,Large,0
Yellowbar,5/3/2000,Small,1
Yellowbar,5/3/2000,Large,1
Yellowbar,5/27/2000,Small,47
Yellowbar,5/27/2000,Large,8
Yellowbar,6/10/2000,Small,37
Yellowbar,6/10/2000,Large,4
Yellowbar,6/30/2000,Small,6
Yellowbar,6/30/2000,Large,0
Yellowbar,5/11/2001,Small,0
Yellowbar,5/11/2001,Large,0
Yellowbar,6/9/2001,Small,27
Yellowbar,6/9/2001,Large,1
Yellowbar,6/21/2001,Small,2
Yellowbar,6/21/2001,Large,1
Yellowbar,7/7/2001,Small,4
Yellowbar,7/7/2001,Large,0
Yellowbar,7/30/2001,Small,1
Yellowbar,7/30/2001,Large,0
Yellowbar,8/16/2001,Small,2
Yellowbar,8/16/2001,Large,0
Yellowbar,10/25/2001,Small,4
Yellowbar,10/25/2001,Large,0
Yellowbar,11/21/2001,Small,3
Yellowbar,11/21/2001,Large,0
Yellowbar,12/1/2001,Small,0
Yellowbar,12/1/2001,Large,1
Yellowbar,12/22/2001,Small,0
Yellowbar,12/22/2001,Large,0
Yellowbar,6/8/2002,Small,3
Yellowbar,6/8/2002,Large,2
Yellowbar,6/26/2002,Small,0
Yellowbar,6/26/2002,Large,0
Yellowbar,7/8/2002,Small,1
Yellowbar,7/8/2002,Large,0
Yellowbar,7/30/2002,Small,0
Yellowbar,7/30/2002,Large,0
Yellowbar,8/25/2002,Small,5
Yellowbar,8/25/2002,Large,0
Yellowbar,8/26/2002,Small,2
Yellowbar,8/26/2002,Large,0
Yellowbar,9/13/2002,Small,1
Yellowbar,9/13/2002,Large,0
Yellowbar,9/29/2002,Small,4
Yellowbar,9/29/2002,Large,0
Yellowbar,10/15/2002,Small,1
Yellowbar,10/15/2002,Large,1
Yellowbar,10/31/2002,Small,3
Yellowbar,10/31/2002,Large,0
Yellowbar,11/15/2002,Small,7
Yellowbar,11/15/2002,Large,1
Yellowbar,12/7/2002,Small,0
Yellowbar,12/7/2002,Large,0
Yellowbar,12/13/2002,Small,0
Yellowbar,12/13/2002,Large,0
Yellowbar,5/29/2003,Small,0
Yellowbar,5/29/2003,Large,0
Yellowbar,5/31/2003,Small,0
Yellowbar,5/31/2003,Large,0
Yellowbar,6/6/2003,Small,0
Yellowbar,6/6/2003,Large,0
Yellowbar,6/24/2003,Small,1
Yellowbar,6/24/2003,Large,0
Yellowbar,7/6/2003,Small,4
Yellowbar,7/6/2003,Large,0
Yellowbar,7/18/2003,Small,7
Yellowbar,7/18/2003,Large,1
Yellowbar,8/19/2003,Small,0
Yellowbar,8/19/2003,Large,0
Yellowbar,8/28/2003,Small,3
Yellowbar,8/28/2003,Large,0
Yellowbar,9/5/2003,Small,2
Yellowbar,9/5/2003,Large,0
Yellowbar,9/6/2003,Small,1
Yellowbar,9/6/2003,Large,0
Yellowbar,9/30/2003,Small,0
Yellowbar,9/30/2003,Large,0
Yellowbar,10/18/2003,Small,1
Yellowbar,10/18/2003,Large,0
Yellowbar,10/30/2003,Small,3
Yellowbar,10/30/2003,Large,1
Yellowbar,11/22/2003,Small,2
Yellowbar,11/22/2003,Large,0
Yellowbar,12/9/2003,Small,1
Yellowbar,12/9/2003,Large,0
Yellowbar,12/12/2003,Small,0
Yellowbar,12/12/2003,Large,0
Yellowbar,5/7/2004,Small,1
Yellowbar,5/7/2004,Large,0
Yellowbar,6/5/2004,Small,0
Yellowbar,6/5/2004,Large,0
Yellowbar,6/12/2004,Small,1
Yellowbar,6/12/2004,Large,0
Yellowbar,6/28/2004,Small,0
Yellowbar,6/28/2004,Large,0
Yellowbar,7/26/2004,Small,0
Yellowbar,7/26/2004,Large,0
Yellowbar,8/4/2004,Small,1
Yellowbar,8/4/2004,Large,0
Yellowbar,8/14/2004,Small,0
Yellowbar,8/14/2004,Large,0
Yellowbar,8/28/2004,Small,2
Yellowbar,8/28/2004,Large,0
Yellowbar,9/21/2004,Small,3
Yellowbar,9/21/2004,Large,0
Yellowbar,10/4/2004,Small,1
Yellowbar,10/4/2004,Large,0
Yellowbar,10/31/2004,Small,2
Yellowbar,10/31/2004,Large,0
Yellowbar,11/16/2004,Small,0
Yellowbar,11/16/2004,Large,0
Yellowbar,11/17/2004,Small,3
Yellowbar,11/17/2004,Large,0
Yellowbar,12/12/2004,Small,0
Yellowbar,12/12/2004,Large,0
Yellowbar,12/16/2004,Small,0
Yellowbar,12/16/2004,Large,0
Yellowbar,12/26/2004,Small,0
Yellowbar,12/26/2004,Large,0
Yellowbar,5/30/2005,Small,1
Yellowbar,5/30/2005,Large,0
Yellowbar,5/31/2005,Small,1
Yellowbar,5/31/2005,Large,0
Yellowbar,6/1/2005,Small,0
Yellowbar,6/1/2005,Large,1
Yellowbar,6/12/2005,Small,1
Yellowbar,6/12/2005,Large,0
Yellowbar,8/18/2005,Small,2
Yellowbar,8/18/2005,Large,0
Yellowbar,8/23/2005,Small,1
Yellowbar,8/23/2005,Large,0
Yellowbar,9/23/2005,Small,6
Yellowbar,9/23/2005,Large,0
Yellowbar,10/2/2005,Small,11
Yellowbar,10/2/2005,Large,1
Yellowbar,12/23/2008,Small,0
Yellowbar,12/23/2008,Large,0
Yellowbar,1/21/2009,Small,0
Yellowbar,1/21/2009,Large,0
Yellowbar,5/29/2006,Small,5
Yellowbar,5/29/2006,Large,0
Yellowbar,9/13/2006,Small,1
Yellowbar,9/13/2006,Large,0
Yellowbar,10/31/2006,Small,4
Yellowbar,10/31/2006,Large,1
Yellowbar,11/3/2006,Small,2
Yellowbar,11/3/2006,Large,0
Yellowbar,12/19/2006,Small,0
Yellowbar,12/19/2006,Large,0
Yellowbar,5/13/2007,Small,0
Yellowbar,5/13/2007,Large,0
Yellowbar,5/22/2007,Small,2
Yellowbar,5/22/2007,Large,0
Yellowbar,5/29/2007,Small,2
Yellowbar,5/29/2007,Large,0
Yellowbar,7/4/2007,Small,1
Yellowbar,7/4/2007,Large,2
Yellowbar,7/12/2007,Small,0
Yellowbar,7/12/2007,Large,0
Yellowbar,8/13/2007,Small,0
Yellowbar,8/13/2007,Large,0
Yellowbar,8/19/2007,Small,1
Yellowbar,8/19/2007,Large,0
Yellowbar,10/14/2007,Small,5
Yellowbar,10/14/2007,Large,0
Yellowbar,10/30/2007,Small,2
Yellowbar,10/30/2007,Large,1
Yellowbar,10/31/2007,Small,6
Yellowbar,10/31/2007,Large,0
Yellowbar,11/14/2007,Small,4
Yellowbar,11/14/2007,Large,1
Yellowbar,11/17/2007,Small,0
Yellowbar,11/17/2007,Large,0
Yellowbar,12/6/2007,Small,0
Yellowbar,12/6/2007,Large,0
Yellowbar,12/29/2014,Small,0
Yellowbar,12/29/2014,Large,0
Yellowbar,12/14/2014,Small,0
Yellowbar,12/14/2014,Large,0
Yellowbar,10/30/2014,Small,1
Yellowbar,10/30/2014,Large,0
Yellowbar,10/25/2014,Small,2
